car_name,price,millage,location,history
2012 Ford Econoline Wagon,"$11,900","116,237 miles","4.3 mi - Kearny, NJ","No accidents, 3 Owners, Personal use"
2017 Ford Explorer,"$21,888","36,245 miles","8.2 mi - Long Island City, NY","1 accident, 1 Owner, Fleet use"
2018 Audi Q3,0,"16,032 miles","4.7 mi - Secaucus, NJ","No accidents, 2 Owners, Personal use"
2017 BMW 3 Series,"$17,995","68,129 miles","8.8 mi - Hasbrouck Heights, NJ","No accidents, 2 Owners, Personal use"
2017 Chevrolet Malibu,"$11,900","31,672 miles","8.2 mi - Hillside, NJ","No accidents, 1 Owner, Fleet use"
2016 Ford Econoline Commercial Cutaway,"$17,900","55,997 miles","4.3 mi - Kearny, NJ","1 accident, 1 Owner, Personal use"
2019 Honda Accord,"$18,890","23,664 miles","10 mi - Elmhurst, NY","No accidents, 1 Owner, Personal use"
2017 Land Rover Discovery Sport,"$23,942","15,768 miles","6.2 mi - Carlstadt, NJ","1 accident, 2 Owners, Personal use"
2014 Lexus RX,"$14,990","46,137 miles","10 mi - Elmhurst, NY","No accidents, 3 Owners, Fleet use"
2017 BMW X5,"$29,995","51,697 miles","8.7 mi - Teterboro, NJ","No accidents, 1 Owner, Personal use"
2017 Lexus LX,"$62,995","33,226 miles","4.7 mi - New York, NY","No accidents, 2 Owners, Personal use"
2017 Toyota Highlander,"$29,999","30,521 miles","7.1 mi - Brooklyn, NY","No accidents, 1 Owner, Personal use"
2017 Ford Escape,"$12,995","66,765 miles","9 mi - Ridgewood, NY","No accidents, 1 Owner, Fleet use"
2016 Volvo XC60,"$24,995","33,564 miles","8.3 mi - Hasbrouck Heights, NJ","No accidents, 1 Owner, Personal use"
2018 Nissan Rogue,"$15,981","30,421 miles","8.2 mi - Long Island City, NY","No accidents, 1 Owner, Personal use"
2016 Mercedes-Benz S-Class,"$46,890","30,839 miles","7.8 mi - Long Island City, NY","No accidents, 1 Owner, Personal use"
2013 Ford Escape,"$9,999","62,166 miles","7.4 mi - Staten Island, NY","No accidents, 1 Owner, Personal use"
2017 Honda Accord,"$12,905","34,587 miles","9.2 mi - Elizabeth, NJ","1 accident, 1 Owner, Personal use"
2017 Ford Fusion,"$15,208","44,428 miles","7.9 mi - Hillside, NJ","No accidents, 2 Owners, Fleet use"
2017 Jeep Grand Cherokee,"$19,995","62,274 miles","9.5 mi - Brooklyn, NY","No accidents, 2 Owners, Personal use"
2013 Volkswagen Jetta,"$9,980","101,727 miles","1.3 mi - Jersey City, NJ","No accidents, 3 Owners, Personal use"
2020 Porsche 911,"$135,995",261 miles,"4.8 mi - New York, NY","No accidents, 1 Owner, Personal use"
2019 Nissan Rogue,"$20,662","4,782 miles","7.5 mi - Bloomfield, NJ","No accidents, 1 Owner, Personal use"
2015 Mercedes-Benz C-Class,"$21,972","73,800 miles","1.3 mi - Jersey City, NJ","No accidents, 2 Owners, Fleet use"
2011 INFINITI G,0,"77,164 miles","4.7 mi - Secaucus, NJ","No accidents, 2 Owners, Personal use"
2016 Honda CR-V,"$12,888","36,504 miles","8.2 mi - Long Island City, NY","1 accident, 1 Owner, Fleet use"
2017 Jeep Grand Cherokee,"$24,391","58,351 miles","8.9 mi - Little Ferry, NJ","1 accident, 2 Owners, Personal use"
2019 Nissan Versa,"$10,900","2,394 miles","8.2 mi - Hillside, NJ","1 accident, 1 Owner, Fleet use"
2016 Chevrolet Traverse,"$12,699","92,562 miles","2.5 mi - Union City, NJ","No accidents, 1 Owner, Personal use"
2012 Hyundai Elantra,"$6,399","127,019 miles","4.1 mi - Union City, NJ","1 accident, 2 Owners, Personal use"
2017 Mercedes-Benz GLE,"$33,390","35,412 miles","7.8 mi - Long Island City, NY","No accidents, 1 Owner, Personal use"
2016 Ford Fusion,"$12,470","21,551 miles","9.5 mi - Brooklyn, NY","No accidents, 1 Owner, Fleet use"
2019 Nissan Altima,"$14,900","13,857 miles","8.2 mi - Hillside, NJ","1 accident, 1 Owner, Personal use"
2019 Toyota Prius,"$21,697","11,865 miles","4.6 mi - New York, NY","No accidents, 1 Owner, Personal use"
2019 Ford Expedition,"$47,415","30,654 miles","8.8 mi - Hasbrouck Heights, NJ","No accidents, 1 Owner, Personal use"
2017 Hyundai Tucson,"$15,988","56,501 miles","7.5 mi - Bloomfield, NJ","No accidents, 1 Owner, Personal use"
2019 Nissan Rogue,"$19,468","4,621 miles","7.9 mi - Hillside, NJ","No accidents, 1 Owner, Personal use"
2008 Chevrolet HHR,"$1,999","150,000 miles","8.8 mi - Hasbrouck Heights, NJ","2 accidents, 3 Owners, Personal use"
2017 Porsche Macan,"$56,995","33,365 miles","4.8 mi - New York, NY","No accidents, 1 Owner, Personal use"
2012 Honda Civic,0,"132,032 miles","4.1 mi - Union City, NJ","3 accidents, 3 Owners, Personal use"
2017 Toyota Highlander,"$26,167","30,428 miles","8.3 mi - Long Island City, NY","No accidents, 1 Owner, Fleet use"
2019 Hyundai Elantra,"$12,500","25,904 miles","8.2 mi - Hillside, NJ","No accidents, 1 Owner, Personal use"
2018 Nissan Sentra,"$9,145","48,583 miles","8.4 mi - Long Island City, NY","No accidents, 2 Owners, Fleet use"
2017 Volvo S90,"$21,542","29,715 miles","6.2 mi - Carlstadt, NJ","No accidents, 1 Owner, Personal use"
2018 Audi S5,"$41,686","53,978 miles","4.7 mi - Secaucus, NJ","2 accidents, 1 Owner, Personal use"
2017 Porsche Macan,0,"12,630 miles","4.8 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Nissan Rogue,"$17,948","25,555 miles","7.9 mi - Hillside, NJ","No accidents, 1 Owner, Personal use"
